date,fund_code,nav,source,fetched_at,is_estimate
2011-06-21,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-06-23,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-06-30,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-05,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-06,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-07,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-08,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-11,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-12,539002,1.002,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-13,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-14,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-15,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-18,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-19,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-20,539002,1.001,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-21,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-22,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-25,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-26,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-27,539002,0.999,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-28,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-07-29,539002,1,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-01,539002,0.999,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-02,539002,0.999,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-03,539002,0.999,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-04,539002,0.997,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-05,539002,0.997,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-08,539002,0.998,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-09,539002,0.997,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-10,539002,0.998,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-11,539002,0.996,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-12,539002,0.996,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-15,539002,0.998,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-16,539002,0.995,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-17,539002,0.997,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-18,539002,0.988,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-19,539002,0.988,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-22,539002,0.99,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
2011-08-23,539002,0.986,https://fund.eastmoney.com/pingzhongdata/539002.js?v=1784032233277,2026-07-14T12:30:21.661Z,false
